Time (hr),Year,Month,Day,Hour,Temperature (K),Direct Flux (W/m2),Clear Direct Flux (W/m2),Zenith (deg from up),Azimuth (deg from north cw)
165.0,2019.0,3.0,29.0,21.0,277.89,0.0,0.0,104.30092427837187,287.5099021198052
166.0,2019.0,3.0,29.0,22.0,277.67999999999995,0.0,0.0,114.81267494580881,298.8491079841117
167.0,2019.0,3.0,29.0,23.0,277.5,0.0,0.0,124.11713225150794,312.35875613366727
168.0,2019.0,3.0,30.0,0.0,277.37,0.0,0.0,131.38206151180196,328.9686374057023
169.0,2019.0,3.0,30.0,1.0,276.81,0.0,0.0,135.51089934515608,348.8540384287397
170.0,2019.0,3.0,30.0,2.0,276.39,0.0,0.0,135.58020041978145,10.295216989833989
171.0,2019.0,3.0,30.0,3.0,275.87,0.0,0.0,131.5711784780598,30.26913794863765
172.0,2019.0,3.0,30.0,4.0,275.54999999999995,0.0,0.0,124.387371836884,46.98629652329416
173.0,2019.0,3.0,30.0,5.0,275.32,0.0,0.0,115.1290150471957,60.57522720011437
174.0,2019.0,3.0,30.0,6.0,276.28999999999996,0.0,0.0,104.63790532602047,71.95620033803469
175.0,2019.0,3.0,30.0,7.0,276.29999999999995,0.0,0.0,93.47713025850385,82.07719970528754
176.0,2019.0,3.0,30.0,8.0,277.71,33.82,353.18498139304984,81.93360527099829,91.7628905757182
177.0,2019.0,3.0,30.0,9.0,278.67999999999995,129.05,703.065302767966,70.6240874511071,101.80155586017534
178.0,2019.0,3.0,30.0,10.0,279.69,161.98,835.5703065145391,59.712799492291154,113.10117000054973
179.0,2019.0,3.0,30.0,11.0,280.16999999999996,219.83,898.5399361256394,49.785083793299776,126.86188022315646
180.0,2019.0,3.0,30.0,12.0,280.64,266.11,930.4302984532807,41.75513788952028,144.573964916718
181.0,2019.0,3.0,30.0,13.0,280.37,293.7,944.2601524678264,37.01323331629076,167.064572713427
182.0,2019.0,3.0,30.0,14.0,280.42999999999995,419.19,944.5275022372459,36.910356627469085,192.07936594717876
183.0,2019.0,3.0,30.0,15.0,280.78,429.87,931.3168492364243,41.48085559182635,214.7487148877414
184.0,2019.0,3.0,30.0,16.0,282.27,436.99,900.3693188924706,49.400988960519655,232.65708760610875
185.0,2019.0,3.0,30.0,17.0,280.90999999999997,245.64,839.241864605718,59.26385153506264,246.55803904208457
186.0,2019.0,3.0,30.0,18.0,280.78,186.9,709.4693050636826,70.13587050674151,257.9448526641407
187.0,2019.0,3.0,30.0,19.0,280.48999999999995,109.47,377.05656740303635,81.42342746759832,268.0329550238702
188.0,2019.0,3.0,30.0,20.0,279.89,23.14,0.0,92.94215735271617,277.73962408177454
189.0,2019.0,3.0,30.0,21.0,279.09999999999997,0.0,0.0,104.08952335095395,287.8546590263635
190.0,2019.0,3.0,30.0,22.0,278.47999999999996,0.0,0.0,114.57403861656772,299.1961364602864
191.0,2019.0,3.0,30.0,23.0,278.10999999999996,0.0,0.0,123.83857929146724,312.69710810904746
192.0,2019.0,3.0,31.0,0.0,277.89,0.0,0.0,131.05436196759777,329.2625823437376
193.0,2019.0,3.0,31.0,1.0,277.82,0.0,0.0,135.13788452102227,349.0399940799273
194.0,2019.0,3.0,31.0,2.0,277.77,0.0,0.0,135.18553181467934,10.324736843186201
195.0,2019.0,3.0,31.0,3.0,277.71,0.0,0.0,131.18432852870632,30.16169197031192
196.0,2019.0,3.0,31.0,4.0,277.62,0.0,0.0,124.02390834454275,46.798945087075396
197.0,2019.0,3.0,31.0,5.0,277.44,0.0,0.0,114.7899166912022,60.351648778561255
198.0,2019.0,3.0,31.0,6.0,275.29999999999995,0.0,0.0,104.31741774012798,71.71771051772556
199.0,2019.0,3.0,31.0,7.0,275.19,0.0,0.0,93.16757428576827,81.8314895361367
200.0,2019.0,3.0,31.0,8.0,275.73999999999995,46.28,366.77350583888744,81.63038408740199,91.5116662123673
201.0,2019.0,3.0,31.0,9.0,280.72999999999996,236.74,706.4579623233562,70.31233361455932,101.54555822425006
202.0,2019.0,3.0,31.0,10.0,282.09,429.87,836.3540429843499,59.38557984485249,112.84560477681268
203.0,2019.0,3.0,31.0,11.0,282.87,599.86,898.4002077720932,49.433460350572986,126.62697769354767
204.0,2019.0,3.0,31.0,12.0,283.07,732.47,929.8896283478526,41.375024610285955,144.41478393184107
205.0,2019.0,3.0,31.0,13.0,283.13,815.24,943.5346209751252,36.61881558098571,167.07613223907043
206.0,2019.0,3.0,31.0,14.0,283.29999999999995,843.72,943.7358564483178,36.54011725552849,192.30682720289394
207.0,2019.0,3.0,31.0,15.0,283.57,815.24,930.5575107445869,41.16532083947639,215.1070126868539
208.0,2019.0,3.0,31.0,16.0,283.73999999999995,735.14,899.7805772276381,49.13956504743489,233.04663199476784
209.0,2019.0,3.0,31.0,17.0,283.65999999999997,605.2,839.1298897503366,59.04098060191649,246.93679827455784
210.0,2019.0,3.0,31.0,18.0,283.27,436.99,710.8181570426552,69.93529327176722,258.30568299138804
211.0,2019.0,3.0,31.0,19.0,282.33,243.86,384.40434726028616,81.23280044505567,268.38085717738494
212.0,2019.0,3.0,31.0,20.0,280.78999999999996,50.73,0.0,92.74587385394487,278.08193987955417
213.0,2019.0,3.0,31.0,21.0,280.16999999999996,0.0,0.0,103.8779965711124,288.1974278095855
214.0,2019.0,3.0,31.0,22.0,279.75,0.0,0.0,114.33508479038773,299.5404391391668
215.0,2019.0,3.0,31.0,23.0,279.25,0.0,0.0,123.55975203570884,313.03180721469863
216.0,2019.0,4.0,1.0,0.0,278.90999999999997,0.0,0.0,130.72679196608095,329.55220410482866
217.0,2019.0,4.0,1.0,1.0,278.73999999999995,0.0,0.0,134.76568495607103,349.2223825451628
218.0,2019.0,4.0,1.0,2.0,278.48999999999995,0.0,0.0,134.7921562588785,10.353178212853038
219.0,2019.0,4.0,1.0,3.0,278.2,0.0,0.0,130.79876380614616,30.055331057989235
220.0,2019.0,4.0,1.0,4.0,277.96,0.0,0.0,123.66155185478232,46.613358413823136
221.0,2019.0,4.0,1.0,5.0,277.76,0.0,0.0,114.45185037551116,60.12964770268695
222.0,2019.0,4.0,1.0,6.0,277.15,0.0,0.0,103.99802728106945,71.4803573685642
223.0,2019.0,4.0,1.0,7.0,277.12,0.0,0.0,92.85927745524769,81.58643284920032
224.0,2019.0,4.0,1.0,8.0,277.71,48.95,379.78053802905606,81.32841221974617,91.26058020015505
225.0,2019.0,4.0,1.0,9.0,280.85999999999996,240.3,709.6975869209901,70.00224971220314,101.28908872416648
226.0,2019.0,4.0,1.0,10.0,282.98999999999995,431.65,837.0773790001175,59.060220876932355,112.58878408534713
227.0,2019.0,4.0,1.0,11.0,284.02,596.3,898.2265799988991,49.08372437528637,126.38991386293125
228.0,2019.0,4.0,1.0,12.0,285.02,719.12,929.3251739091486,40.99656708424687,144.25311709745077
229.0,2019.0,4.0,1.0,13.0,285.46999999999997,790.32,942.789637353325,36.22576325758389,167.0871295173248
230.0,2019.0,4.0,1.0,14.0,285.83,794.77,942.926288125665,36.171454556871986,192.53677634645572
231.0,2019.0,4.0,1.0,15.0,285.59,661.27,929.7797144120015,40.851742614769364,215.46802776846835
232.0,2019.0,4.0,1.0,16.0,285.56,447.67,899.1701376098307,48.88003894549975,233.4374813456029
233.0,2019.0,4.0,1.0,17.0,285.76,404.95,838.9867160582884,58.81962766853076,247.31568543712382
234.0,2019.0,4.0,1.0,18.0,285.59,290.14,712.0985052146106,69.7360301469664,258.66616314625765
235.0,2019.0,4.0,1.0,19.0,284.65999999999997,158.42,391.5106071387453,81.04297242763008,268.72788887522717
236.0,2019.0,4.0,1.0,20.0,284.42999999999995,33.82,0.0,92.55007376489596,278.42293157960063
237.0,2019.0,4.0,1.0,21.0,284.29999999999995,0.0,0.0,103.66663106403767,288.5383495918205
238.0,2019.0,4.0,1.0,22.0,283.88,0.0,0.0,114.09609600656468,299.8822026535392
239.0,2019.0,4.0,1.0,23.0,283.28,0.0,0.0,123.28091691729674,313.36312011128985
240.0,2019.0,4.0,2.0,0.0,282.84,0.0,0.0,130.3995774485202,329.8378828779272
241.0,2019.0,4.0,2.0,1.0,282.40999999999997,0.0,0.0,134.39445116057988,349.40166863282815
242.0,2019.0,4.0,2.0,2.0,282.13,0.0,0.0,134.40013309420397,10.38097853899282
243.0,2019.0,4.0,2.0,3.0,281.81,0.0,0.0,130.41446927238715,29.95041306637188
244.0,2019.0,4.0,2.0,4.0,281.65,0.0,0.0,123.3002343525419,46.42983850772973
245.0,2019.0,4.0,2.0,5.0,281.57,0.0,0.0,114.11471088812841,59.90949331604169
246.0,2019.0,4.0,2.0,6.0,280.32,0.0,0.0,103.67960411488772,71.24439162848306
247.0,2019.0,4.0,2.0,7.0,280.15,0.0,0.0,92.55209590620493,81.34227363417816
248.0,2019.0,4.0,2.0,8.0,281.27,29.37,392.23600988941485,81.02756294282622,91.00988182092503
249.0,2019.0,4.0,2.0,9.0,283.65,138.84,712.7935671737795,69.69369500389865,101.03241489116931
250.0,2019.0,4.0,2.0,10.0,285.84,263.44,837.7438492623672,58.736599227223564,112.33100731330003
251.0,2019.0,4.0,2.0,11.0,286.39,354.22,898.0209445096323,48.73578762152161,126.1510320294467
252.0,2019.0,4.0,2.0,12.0,286.0,364.01,928.7381381019915,40.6197330687101,144.08936497248015
253.0,2019.0,4.0,2.0,13.0,285.08,315.95,942.0260174653818,35.83412498025962,167.09805359956613
254.0,2019.0,4.0,2.0,14.0,283.9,289.25,942.0993265153724,35.80451872177294,192.7697231625957
255.0,2019.0,4.0,2.0,15.0,283.15999999999997,259.88,928.9837040024433,40.54034577130155,215.83211995122977
256.0,2019.0,4.0,2.0,16.0,282.94,228.73,898.5378634599946,48.62266780087083,233.8298561235997
257.0,2019.0,4.0,2.0,17.0,283.06,220.72,838.8115634448247,58.60006342955599,247.69485082978332
258.0,2019.0,4.0,2.0,18.0,283.13,187.79,713.3150724884489,69.53795471326929,259.026032682744
259.0,2019.0,4.0,2.0,19.0,283.0,119.26,398.3894594667903,80.8538190983365,269.07381016127476
260.0,2019.0,4.0,2.0,20.0,282.33,26.7,0.0,92.35463408489923,278.76236504302267
261.0,2019.0,4.0,2.0,21.0,281.88,0.0,0.0,103.45532111580671,288.87718409535387
262.0,2019.0,4.0,2.0,22.0,281.52,0.0,0.0,113.85699510513255,300.2211724519913
263.0,2019.0,4.0,2.0,23.0,281.37,0.0,0.0,123.00203798116644,313.6907774091155
