Time (hr),Year,Month,Day,Hour,Temperature (K),Direct Flux (W/m2),Clear Direct Flux (W/m2),Zenith (deg from up),Azimuth (deg from north cw)
264.0,2019.0,4.0,3.0,0.0,281.29999999999995,0.0,0.0,130.07273435150069,330.1193418849554
265.0,2019.0,4.0,3.0,1.0,281.41999999999996,0.0,0.0,134.0242558976302,349.57756212215304
266.0,2019.0,4.0,3.0,2.0,281.46999999999997,0.0,0.0,134.00959601399722,10.407819563958924
267.0,2019.0,4.0,3.0,3.0,281.48999999999995,0.0,0.0,130.0316372868015,29.846636197389472
268.0,2019.0,4.0,3.0,4.0,281.44,0.0,0.0,122.94018874412222,46.24814768776258
269.0,2019.0,4.0,3.0,5.0,281.22999999999996,0.0,0.0,113.77875203197094,59.69101093280092
270.0,2019.0,4.0,3.0,6.0,280.09999999999997,0.0,0.0,103.36241085270912,71.0096812204248
271.0,2019.0,4.0,3.0,7.0,280.37,0.0,0.0,92.24629499540707,81.0989031873487
272.0,2019.0,4.0,3.0,8.0,281.08,34.71,404.15071373639194,80.72811637737748,90.75946978856669
273.0,2019.0,4.0,3.0,9.0,281.57,127.27,715.7482424820497,69.38693288456852,100.77542627764738
274.0,2019.0,4.0,3.0,10.0,282.10999999999996,232.29,838.3538866230897,58.41497238503021,112.07213092575711
275.0,2019.0,4.0,3.0,11.0,282.57,323.07,897.783627693649,48.389894025356014,125.91011586912919
276.0,2019.0,4.0,3.0,12.0,283.04999999999995,336.42,928.1289574366684,40.244731625383714,143.92319465127002
277.0,2019.0,4.0,3.0,13.0,283.22999999999996,256.32,941.2443423914666,35.44404189995956,167.108494897853
278.0,2019.0,4.0,3.0,14.0,283.45,258.1,941.2557262196627,35.43937041739845,193.0052747469293
279.0,2019.0,4.0,3.0,15.0,283.69,267.0,928.1704745687193,40.231114864908044,216.19890570084266
280.0,2019.0,4.0,3.0,16.0,283.92999999999995,276.79,897.8851502248812,48.36737583326091,234.2234082257964
281.0,2019.0,4.0,3.0,17.0,284.03,254.54,838.6066583084232,58.38217647918013,248.07399610420023
282.0,2019.0,4.0,3.0,18.0,283.92999999999995,196.69,714.4702254108844,69.34107494922445,259.3851580658844
283.0,2019.0,4.0,3.0,19.0,283.60999999999996,233.18,405.04820104593836,80.66535267458981,269.4184987571573
284.0,2019.0,4.0,3.0,20.0,282.72999999999996,53.4,0.0,92.1595695369393,279.10012443279277
285.0,2019.0,4.0,3.0,21.0,282.0,0.0,0.0,103.244093799533,289.2138194993176
286.0,2019.0,4.0,3.0,22.0,281.38,0.0,0.0,113.61782710278638,300.5572433225881
287.0,2019.0,4.0,3.0,23.0,281.26,0.0,0.0,122.72318236132669,314.0146918307531
288.0,2019.0,4.0,4.0,0.0,280.89,0.0,0.0,129.7463503655663,330.39652728058206
289.0,2019.0,4.0,4.0,1.0,280.4,0.0,0.0,133.65519880458046,349.7500282686219
290.0,2019.0,4.0,4.0,2.0,280.13,0.0,0.0,133.62065403067504,10.433639703461324
291.0,2019.0,4.0,4.0,3.0,279.87,0.0,0.0,129.65039031723464,29.74392294389986
292.0,2019.0,4.0,4.0,4.0,279.57,0.0,0.0,122.58154649926288,46.06823069041923
293.0,2019.0,4.0,4.0,5.0,279.19,0.0,0.0,113.44410679175431,59.474175249874534
294.0,2019.0,4.0,4.0,6.0,277.89,0.0,0.0,103.04657816415892,70.77622284429333
295.0,2019.0,4.0,4.0,7.0,277.08,0.0,0.0,91.94200251453918,80.85633186461563
296.0,2019.0,4.0,4.0,8.0,278.98999999999995,64.97,415.5430302378537,80.43021349440227,90.5093617895065
297.0,2019.0,4.0,4.0,9.0,282.66999999999996,252.76,718.5661283146317,69.08209076158286,100.51814139157472
298.0,2019.0,4.0,4.0,10.0,285.32,429.87,838.9089427360792,58.0954698446501,111.81216289982022
299.0,2019.0,4.0,4.0,11.0,286.95,588.29,897.5154793390245,48.04617626333817,125.66713955883546
300.0,2019.0,4.0,4.0,12.0,288.03999999999996,705.77,927.4983266148779,39.87169149631578,143.75451867472387
301.0,2019.0,4.0,4.0,13.0,289.03,757.39,940.4452729427666,35.055624250858564,167.11833944360413
302.0,2019.0,4.0,4.0,14.0,289.83,788.54,940.3961661281927,35.07609907045793,193.24333312099265
303.0,2019.0,4.0,4.0,15.0,290.46,769.85,927.3407666632346,39.92411247196837,216.56824293679205
304.0,2019.0,4.0,4.0,16.0,290.78999999999996,695.98,897.2128713677549,48.11419617310276,234.61797548417076
305.0,2019.0,4.0,4.0,17.0,290.82,546.46,838.3731940115421,58.16598153053936,248.45297112865364
306.0,2019.0,4.0,4.0,18.0,290.60999999999996,365.79,715.566256788825,69.14539872096097,259.74340556964063
307.0,2019.0,4.0,4.0,19.0,289.27,189.57,411.493990891454,80.47758562114046,269.76183263954937
308.0,2019.0,4.0,4.0,20.0,288.96999999999997,28.48,0.0,91.96489594390722,279.43609454469447
309.0,2019.0,4.0,4.0,21.0,288.54999999999995,0.0,0.0,103.03297773192526,289.5481451169941
310.0,2019.0,4.0,4.0,22.0,287.88,0.0,0.0,113.37863881713982,300.89031191278787
311.0,2019.0,4.0,4.0,23.0,287.09,0.0,0.0,122.44441892443216,314.33477876212766
312.0,2019.0,4.0,5.0,0.0,286.27,0.0,0.0,129.42051445370402,330.6693881254914
313.0,2019.0,4.0,5.0,1.0,285.57,0.0,0.0,133.28738019829623,349.9190349836299
314.0,2019.0,4.0,5.0,2.0,285.03999999999996,0.0,0.0,133.23341623720663,10.458380744696171
315.0,2019.0,4.0,5.0,3.0,284.53999999999996,0.0,0.0,129.27085028085048,29.642199107089198
316.0,2019.0,4.0,5.0,4.0,284.15,0.0,0.0,122.22443821242486,45.890034371731986
317.0,2019.0,4.0,5.0,5.0,283.83,0.0,0.0,113.1109071910509,59.25896231520322
318.0,2019.0,4.0,5.0,6.0,279.33,0.0,0.0,102.73223571284714,70.54401440960096
319.0,2019.0,4.0,5.0,7.0,279.17999999999995,0.0,0.0,91.63934517437293,80.61457147035614
320.0,2019.0,4.0,5.0,8.0,280.34999999999997,59.63,426.43171456859955,80.13399260082565,90.25957743975543
321.0,2019.0,4.0,5.0,9.0,284.28999999999996,243.86,721.2516028845263,68.7792947888921,100.26058136566054
322.0,2019.0,4.0,5.0,10.0,286.59,431.65,839.4104540893228,57.778219993781725,111.55111466245584
323.0,2019.0,4.0,5.0,11.0,287.35999999999996,552.69,897.2173485670621,47.7047663065374,125.42208107557157
324.0,2019.0,4.0,5.0,12.0,288.16999999999996,732.47,926.8469412564741,39.500741312545934,143.5832515009021
325.0,2019.0,4.0,5.0,13.0,288.82,655.93,939.6294702033725,34.6689822364028,167.1274716290646
326.0,2019.0,4.0,5.0,14.0,289.48999999999995,801.0,939.5213239286426,34.71479356076078,193.48379681663215
327.0,2019.0,4.0,5.0,15.0,289.06,614.1,926.4953170215028,39.619400013001346,216.93998540275507
328.0,2019.0,4.0,5.0,16.0,289.65,405.84,896.5218911486104,47.863160873474754,235.01339340921675
329.0,2019.0,4.0,5.0,17.0,289.15,319.51,838.1123407047484,57.9514928469374,248.83162502375316
330.0,2019.0,4.0,5.0,18.0,288.65999999999997,261.66,716.6053829736073,68.95093415379634,260.1006415004872
331.0,2019.0,4.0,5.0,19.0,287.84999999999997,132.61,417.7338163342475,80.29053105099423,270.10369024562414
332.0,2019.0,4.0,5.0,20.0,286.57,32.04,0.0,91.77063060490417,279.7701610226179
333.0,2019.0,4.0,5.0,21.0,286.53999999999996,0.0,0.0,102.82200343261445,289.8800516400613
334.0,2019.0,4.0,5.0,22.0,286.04999999999995,0.0,0.0,113.13947919368245,301.22027701903005
335.0,2019.0,4.0,5.0,23.0,285.40999999999997,0.0,0.0,122.16581854598081,314.65095659587564
336.0,2019.0,4.0,6.0,0.0,284.81,0.0,0.0,129.095317059479,330.9378767983678
337.0,2019.0,4.0,6.0,1.0,283.88,0.0,0.0,132.9209011966931,350.0845533410223
338.0,2019.0,4.0,6.0,2.0,283.25,0.0,0.0,132.8479918246444,10.481988395911287
339.0,2019.0,4.0,6.0,3.0,282.47999999999996,0.0,0.0,128.89313845364885,29.541394375513192
340.0,2019.0,4.0,6.0,4.0,281.78,0.0,0.0,121.86899340815341,45.71350829750878
341.0,2019.0,4.0,6.0,5.0,281.26,0.0,0.0,112.77928401867523,59.04535007796764
342.0,2019.0,4.0,6.0,6.0,281.06,0.0,0.0,102.4195118228704,70.31305554807591
343.0,2019.0,4.0,6.0,7.0,280.69,0.0,0.0,91.33844823231806,80.37363575232166
344.0,2019.0,4.0,6.0,8.0,281.03,31.15,436.83562833594954,79.83958912470636,90.01013879469417
345.0,2019.0,4.0,6.0,9.0,283.78,213.6,723.8089153786117,68.47866947273774,100.00277052441497
346.0,2019.0,4.0,6.0,10.0,286.54999999999995,409.4,839.859843618465,57.46334973091019,111.28900179085002
347.0,2019.0,4.0,6.0,11.0,288.4,582.06,896.8900843696955,47.36579508790267,125.17492313823587
348.0,2019.0,4.0,6.0,12.0,289.67999999999995,695.98,926.1754979319509,39.132009402116736,143.4093106726898
349.0,2019.0,4.0,6.0,13.0,290.47999999999996,658.6,938.797595165407,34.28422604858251,167.13577531495292
350.0,2019.0,4.0,6.0,14.0,290.98999999999995,639.91,938.6318753182159,34.35554244130505,193.7265617376046
351.0,2019.0,4.0,6.0,15.0,291.4,607.87,925.6348572122441,39.31703813521598,217.3139833463052
352.0,2019.0,4.0,6.0,16.0,291.5,531.33,895.8130624254453,47.614301415489614,235.4094957473769
353.0,2019.0,4.0,6.0,17.0,291.25,417.41,837.8252416536037,57.738724820145094,249.20980660227187
354.0,2019.0,4.0,6.0,18.0,290.81,309.72,717.5897377888135,68.75769024393165,260.45673256345066
355.0,2019.0,4.0,6.0,19.0,289.48999999999995,203.81,423.7744552542758,80.10420336526666,270.44395081290656
356.0,2019.0,4.0,6.0,20.0,287.01,45.39,0.0,91.57679290501613,280.1022107082514
357.0,2019.0,4.0,6.0,21.0,285.83,0.0,0.0,102.61120390387232,290.20943153072085
358.0,2019.0,4.0,6.0,22.0,284.26,0.0,0.0,112.90039983388235,301.54704005054487
359.0,2019.0,4.0,6.0,23.0,283.08,0.0,0.0,121.88745455687912,314.96314728512834
